segment,threshold,scope,seed,is_actual,num_trades,mean_net_r,sum_net_r,win_rate,max_drawdown,blocked_candidates,trip_days
oos_warm,-5.0,both,3,False,855,-0.07973192473849984,-68.17079565141736,0.3883040935672515,0.7980659326640516,51,13
oos_warm,-5.0,both,4,False,845,-0.07085532368739669,-59.872748515850205,0.39171597633136096,0.7748801157275487,57,13
oos_warm,-5.0,both,5,False,850,-0.06144217725155703,-52.22585066382348,0.3952941176470588,0.6844387253712277,64,11
oos_warm,-5.0,both,6,False,839,-0.06376281749095207,-53.497003874908785,0.39451728247914186,0.7018451085908772,65,11
oos_warm,-5.0,both,7,False,843,-0.08370642409888468,-70.56451551535979,0.3867141162514828,0.765368813707568,55,11
oos_warm,-5.0,both,8,False,852,-0.06693607114163008,-57.02953261266883,0.3931924882629108,0.7672121310826959,47,12
oos_warm,-5.0,both,9,False,852,-0.07099864758495397,-60.49084774238078,0.392018779342723,0.7576935122750112,43,10
oos_warm,-5.0,both,10,False,847,-0.08203275191026427,-69.48174086799384,0.3872491145218418,0.8681713568271187,47,9
oos_warm,-5.0,both,11,False,849,-0.07826500386996398,-66.44698828559942,0.38869257950530034,0.8038233405429951,47,11
oos_warm,-5.0,both,12,False,859,-0.060527345433879935,-51.99298972770286,0.3958090803259604,0.7034649070932619,36,10
oos_warm,-5.0,both,13,False,851,-0.07801818048893941,-66.39347159608744,0.3889541715628672,0.7759431015807542,60,10
oos_warm,-5.0,both,14,False,858,-0.08322442526267829,-71.40655687537797,0.38694638694638694,0.8648128497517027,43,8
oos_warm,-5.0,both,15,False,859,-0.06973057158396613,-59.898560990626905,0.39231664726426074,0.7976408913285178,40,8
oos_warm,-5.0,both,16,False,847,-0.07603970343238946,-64.40562880723387,0.38961038961038963,0.80949889132261,56,12
oos_warm,-5.0,both,17,False,848,-0.06261637417590374,-53.09868530116637,0.39504716981132076,0.7351343931058317,63,10
oos_warm,-5.0,both,18,False,850,-0.07975183453844031,-67.78905935767426,0.38823529411764707,0.8009320689184606,56,16
oos_warm,-5.0,both,19,False,845,-0.08884025676882215,-75.07001696965472,0.38461538461538464,0.8849984059918204,68,13
oos_warm,-8.0,both,-1,True,740,-0.05872358190192215,-43.45545060742239,0.3972972972972973,0.5717663303867917,154,7
oos_warm,-8.0,both,0,False,868,-0.07114716524480158,-61.75573943248777,0.391705069124424,0.7761838533302929,11,4
oos_warm,-8.0,both,1,False,866,-0.06297764820080431,-54.53864334189653,0.394919168591224,0.7186575467449294,17,3
oos_warm,-8.0,both,2,False,870,-0.07341700637876886,-63.8727955495289,0.39080459770114945,0.8085499667171177,9,2
oos_warm,-8.0,both,3,False,860,-0.0765876001071068,-65.86533609211185,0.38953488372093026,0.8282665981259144,29,5
oos_warm,-8.0,both,4,False,859,-0.0753810057195597,-64.75228391310179,0.389988358556461,0.7753595637090902,42,5
oos_warm,-8.0,both,5,False,869,-0.06645157756790936,-57.74642090651323,0.39355581127733025,0.7435269074911104,14,4
oos_warm,-8.0,both,6,False,869,-0.06644602578969175,-57.741596411242135,0.39355581127733025,0.7469305019030087,9,3
oos_warm,-8.0,both,7,False,863,-0.07424971818347817,-64.07750679234167,0.3904982618771727,0.8165961127175068,19,5
oos_warm,-8.0,both,8,False,865,-0.07649900215764792,-66.17163686636545,0.3895953757225434,0.779047364035146,21,5
oos_warm,-8.0,both,9,False,869,-0.06646242148945333,-57.75584427433494,0.39355581127733025,0.7446227341384873,7,3
oos_warm,-8.0,both,10,False,863,-0.0710849694642153,-61.34632864761781,0.39165701042873696,0.7823800475415267,13,4
oos_warm,-8.0,both,11,False,865,-0.06182120287349176,-53.47534048557037,0.3953757225433526,0.7064019418061358,18,6
oos_warm,-8.0,both,12,False,864,-0.07542395224708352,-65.16629474148016,0.3900462962962963,0.8239897017511607,22,6
oos_warm,-8.0,both,13,False,860,-0.07961283934430594,-68.4670418361031,0.3883720930232558,0.8192983656008433,27,6
oos_warm,-8.0,both,14,False,872,-0.07282131326105304,-63.50018516363825,0.39105504587155965,0.7810916740148319,3,1
oos_warm,-8.0,both,15,False,863,-0.0769719781933544,-66.42681718086484,0.38933951332560834,0.8344969513347981,21,5
oos_warm,-8.0,both,16,False,862,-0.0702425331459104,-60.54906357177477,0.39211136890951276,0.7680429084394055,25,4
oos_warm,-8.0,both,17,False,871,-0.07459469365981765,-64.97197817770117,0.39035591274397247,0.80906669894113,4,3
oos_warm,-8.0,both,18,False,843,-0.06627997739490181,-55.874020943902224,0.39383155397390274,0.7111332988078172,45,4
oos_warm,-8.0,both,19,False,866,-0.07173654760788474,-62.12385022842818,0.39145496535796764,0.7756960705290052,27,5
oos_warm,-10.0,both,-1,True,759,-0.05027907073249062,-38.16181468596038,0.4005270092226614,0.5704067678259768,127,4
