symbol,timeframe,segment,arm,fill,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,mean_net_r,net_r_win,net_r_loss,hold_bars_median,n_take_profit,n_stop_loss,n_end_of_data
TRX/USDT:USDT,4h,oos_warm,fixed_1.5r,baseline,47,36,25,0.7659574468085106,0.0458318717210302,0.0226441336220705,0.52,8.54044410810919,0.300000000000001,0.173272867151431,1.3691579466045136,-1.1222693022560752,1.5791666666666666,13,12,0
TRX/USDT:USDT,4h,oos_warm,ob_extend,baseline,47,36,25,0.7659574468085106,0.0458318717210302,0.0226441336220705,0.52,8.54044410810919,0.300000000000001,0.173272867151431,1.3691579466045136,-1.1222693022560752,1.5791666666666666,13,12,0
TRX/USDT:USDT,4h,oos_warm,fixed_1.5r,pen_5bp,47,35,26,0.7446808510638298,0.0386721627878278,0.0226441336220704,0.5,7.049235341178339,0.2500000000000008,0.1200359091865849,1.3690147360035985,-1.1289429176304284,1.46875,13,13,0
TRX/USDT:USDT,4h,oos_warm,ob_extend,pen_5bp,47,35,26,0.7446808510638298,0.0386721627878278,0.0226441336220704,0.5,7.049235341178339,0.2500000000000008,0.1200359091865849,1.3690147360035985,-1.1289429176304284,1.46875,13,13,0
TRX/USDT:USDT,4h,oos,fixed_1.5r,baseline,47,36,25,0.7659574468085106,0.0458318717210302,0.0226441336220705,0.52,8.54044410810919,0.300000000000001,0.173272867151431,1.3691579466045136,-1.1222693022560752,1.5791666666666666,13,12,0
TRX/USDT:USDT,4h,oos,ob_extend,baseline,47,36,25,0.7659574468085106,0.0458318717210302,0.0226441336220705,0.52,8.54044410810919,0.300000000000001,0.173272867151431,1.3691579466045136,-1.1222693022560752,1.5791666666666666,13,12,0
TRX/USDT:USDT,4h,oos,fixed_1.5r,pen_5bp,47,35,26,0.7446808510638298,0.0386721627878278,0.0226441336220704,0.5,7.049235341178339,0.2500000000000008,0.1200359091865849,1.3690147360035985,-1.1289429176304284,1.46875,13,13,0
TRX/USDT:USDT,4h,oos,ob_extend,pen_5bp,47,35,26,0.7446808510638298,0.0386721627878278,0.0226441336220704,0.5,7.049235341178339,0.2500000000000008,0.1200359091865849,1.3690147360035985,-1.1289429176304284,1.46875,13,13,0
DOGE/USDT:USDT,4h,full,fixed_1.5r,baseline,109,82,63,0.7522935779816514,0.2564398219993025,0.0429024563909252,0.5873015873015873,14.282078155939525,0.4682539682539676,0.4072570680468504,1.4294868922339488,-1.0474546048347897,1.3604166666666666,37,26,0
DOGE/USDT:USDT,4h,full,ob_extend,baseline,109,82,63,0.7522935779816514,0.2916910742633887,0.0429024563909252,0.5873015873015873,15.610849550453842,0.5786319461672732,0.5175357278556288,1.6172586643407876,-1.0474546048347897,1.4875,37,26,0
DOGE/USDT:USDT,4h,full,fixed_1.5r,pen_5bp,109,82,62,0.7522935779816514,0.2507302166415093,0.0429024563909252,0.5806451612903226,14.113281096425432,0.4516129032258063,0.3943300054727259,1.4356796107731715,-1.0475386787894296,1.3604166666666666,36,26,0
DOGE/USDT:USDT,4h,full,ob_extend,pen_5bp,109,82,62,0.7522935779816514,0.26275383831285,0.0429024563909252,0.5806451612903226,14.628810864801578,0.4850904840527401,0.4277774631724311,1.4932835657004415,-1.0475386787894296,1.3604166666666666,36,26,0
DOGE/USDT:USDT,4h,is,fixed_1.5r,baseline,62,50,41,0.8064516129032258,0.1732676137213187,0.0429024563909252,0.5853658536585366,15.056423916829509,0.4634146341463415,0.4106234226579038,1.444188419826417,-1.0485271615799971,0.98125,24,17,0
DOGE/USDT:USDT,4h,is,ob_extend,baseline,62,50,41,0.8064516129032258,0.174407622822457,0.0429024563909252,0.5853658536585366,15.13597064687896,0.4673630891512945,0.4145683248430432,1.45092762772603,-1.0485271615799971,0.98125,24,17,0
DOGE/USDT:USDT,4h,is,fixed_1.5r,pen_5bp,62,50,41,0.8064516129032258,0.1732416848455524,0.0429024563909252,0.5853658536585366,15.053607083923463,0.4634146341463415,0.4105701074671565,1.444188419826417,-1.048655745275329,0.98125,24,17,0
