lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
baseline,ETH/USDT:USDT,1h,is,matched_random,10,211.0,167.0,-0.07347592116616088,0.16591841705797236,0.437125748502994
baseline,ETH/USDT:USDT,1h,is,matched_random,11,211.0,166.0,0.05807528647011004,0.11670187924189981,0.4759036144578313
baseline,ETH/USDT:USDT,1h,is,matched_random,12,211.0,168.0,-0.005835631364462279,0.13889691629520934,0.4583333333333333
baseline,ETH/USDT:USDT,1h,is,matched_random,13,211.0,164.0,0.12752352944460818,0.0955606494809248,0.4878048780487805
baseline,ETH/USDT:USDT,1h,is,matched_random,14,211.0,167.0,0.1606892557380741,0.0670333153960284,0.5029940119760479
baseline,ETH/USDT:USDT,1h,is,matched_random,15,211.0,168.0,-0.10558434541019905,0.17999773150177972,0.4226190476190476
baseline,ETH/USDT:USDT,1h,is,matched_random,16,211.0,163.0,-0.03554958429095441,0.14823927180169277,0.44785276073619634
baseline,ETH/USDT:USDT,1h,is,matched_random,17,211.0,157.0,-0.11380478493794581,0.24326755157964305,0.42038216560509556
baseline,ETH/USDT:USDT,1h,is,matched_random,18,211.0,171.0,0.25162947943142133,0.06380437501260385,0.5029239766081871
baseline,ETH/USDT:USDT,1h,is,matched_random,19,211.0,176.0,0.15925461639089517,0.09617893074837712,0.48863636363636365
baseline,ETH/USDT:USDT,1h,is,matched_random,-1,211.0,165.65,0.00607203151164962,0.13960538457878632,0.4554516824562012
baseline,ETH/USDT:USDT,1h,oos,default,-1,438.0,217.0,1.046660726367942,0.05620476878597899,0.6036866359447005
baseline,ETH/USDT:USDT,1h,oos,filter_bot3,-1,122.0,92.0,0.5974429012501873,0.021330275323461507,0.717391304347826
baseline,ETH/USDT:USDT,1h,oos,matched_random,0,122.0,91.0,0.3282563811246071,0.04254866640788127,0.5934065934065934
baseline,ETH/USDT:USDT,1h,oos,matched_random,1,122.0,88.0,0.3330666538496007,0.04232522364529332,0.6022727272727273
baseline,ETH/USDT:USDT,1h,oos,matched_random,2,122.0,93.0,0.3465812082792261,0.033603868487401094,0.6021505376344086
baseline,ETH/USDT:USDT,1h,oos,matched_random,3,122.0,94.0,0.27971517473249624,0.053262121258374616,0.574468085106383
baseline,ETH/USDT:USDT,1h,oos,matched_random,4,122.0,94.0,0.4217434812434074,0.03182286402030465,0.6170212765957447
baseline,ETH/USDT:USDT,1h,oos,matched_random,5,122.0,97.0,0.2638011037043003,0.08626975574711604,0.5773195876288659
baseline,ETH/USDT:USDT,1h,oos,matched_random,6,122.0,95.0,0.33157830794198745,0.0845086817827376,0.5894736842105263
baseline,ETH/USDT:USDT,1h,oos,matched_random,7,122.0,91.0,0.218761366552702,0.04634758636726865,0.5604395604395604
baseline,ETH/USDT:USDT,1h,oos,matched_random,8,122.0,90.0,0.470321056172747,0.04373047099210102,0.6444444444444445
baseline,ETH/USDT:USDT,1h,oos,matched_random,9,122.0,90.0,0.33993734725991814,0.04864994690973964,0.6111111111111112
baseline,ETH/USDT:USDT,1h,oos,matched_random,10,122.0,93.0,0.21287331261443324,0.07902201737312031,0.5483870967741935
baseline,ETH/USDT:USDT,1h,oos,matched_random,11,122.0,93.0,0.4055993962049462,0.04387799749690473,0.6344086021505376
baseline,ETH/USDT:USDT,1h,oos,matched_random,12,122.0,89.0,0.4023329122651367,0.05455382616221293,0.6404494382022472
baseline,ETH/USDT:USDT,1h,oos,matched_random,13,122.0,88.0,0.2714078047278954,0.05706658596670056,0.5681818181818182
baseline,ETH/USDT:USDT,1h,oos,matched_random,14,122.0,89.0,0.23202874281802088,0.053477498710874156,0.5617977528089888
baseline,ETH/USDT:USDT,1h,oos,matched_random,15,122.0,89.0,0.14859012387337645,0.08898996265269178,0.5280898876404494
baseline,ETH/USDT:USDT,1h,oos,matched_random,16,122.0,85.0,0.2672633132532223,0.05125389295964352,0.5764705882352941
baseline,ETH/USDT:USDT,1h,oos,matched_random,17,122.0,96.0,0.22604336157487415,0.041657294176552576,0.5625
