window_index,symbol,timeframe,variant,is_start_time,is_end_time,oos_start_time,oos_end_time,is_num_bars,oos_num_bars,is_total_return,is_max_drawdown,is_win_rate,is_profit_factor,is_sharpe,is_num_trades,is_avg_trade_return,is_fill_rate,is_num_penetrations,oos_total_return,oos_max_drawdown,oos_win_rate,oos_profit_factor,oos_sharpe,oos_num_trades,oos_avg_trade_return,oos_fill_rate,oos_num_penetrations,return_gap,profit_factor_gap
5,BTC/USDT:USDT,4h,A,1728705600000,1760256000000,1760270400000,1768147200000,2192,548,-0.08770221388314475,0.08770221388314475,0.14285714285714285,0.2046578555221434,-26.43598599610575,7,-0.0128041678173213,,,0.00014730154282860896,0.0,1.0,,,1,0.00014906857269348078,,,-0.08784951542597336,
5,BTC/USDT:USDT,4h,B,1728705600000,1760256000000,1760270400000,1768147200000,2192,548,-0.04641612522046944,0.05949495692261171,0.38461538461538464,0.6588974326038869,-6.999779648295091,13,-0.003411805699819515,0.34210526315789475,0.0,0.015210727893432885,0.02013598484692702,0.6666666666666666,1.7554002453351236,9.237038254802668,3,0.005281633632765094,0.3333333333333333,0.0,-0.06162685311390232,-1.0965028127312366
6,BTC/USDT:USDT,4h,A,1736596800000,1768147200000,1768161600000,1776038400000,2192,548,-0.015183392775769244,0.056857501160584814,0.42857142857142855,0.7388798764264637,-4.994977195081375,7,-0.0021223372307534257,,,-0.007190042661019834,0.007190042661019834,0.0,0.0,,1,-0.007188971011372067,,,-0.007993350114749411,0.7388798764264637
6,BTC/USDT:USDT,4h,B,1736596800000,1768147200000,1768161600000,1776038400000,2192,548,0.07194334562793919,0.0408378996262354,0.5,1.6866276152332145,9.507398413661795,14,0.0052823790679229375,0.358974358974359,0.0,0.00023313590967900382,0.0,1.0,,,1,0.00023313590967898428,0.2,0.0,0.07171020971826018,
0,BTC/USDT:USDT,1h,A,1689256800000,1720810800000,1720814400000,1728702000000,8766,2192,-0.029749596096493223,0.07757725726816658,0.5384615384615384,0.7987423405773155,-7.301723315578562,26,-0.0010697718919449495,,,0.044481438733558754,0.017163745887440476,0.6666666666666666,2.590760821508605,37.78337548542273,12,0.00356055098111985,,,-0.07423103483005197,-1.7920184809312896
0,BTC/USDT:USDT,1h,B,1689256800000,1720810800000,1720814400000,1728702000000,8766,2192,-0.08008570603815643,0.15474672806535547,0.47619047619047616,0.7222559421017154,-11.690638990704029,42,-0.0018756799296806791,0.2781456953642384,0.0,0.05040590350861075,0.02631060227169585,0.5,1.7492324447766878,21.446892504343232,14,0.003634292021696724,0.35,0.0,-0.1304916095467672,-1.0269765026749724
1,BTC/USDT:USDT,1h,A,1697148000000,1728702000000,1728705600000,1736593200000,8766,2192,0.058556996707803045,0.07808069533584219,0.6111111111111112,1.3477519468402914,10.592614494955617,36,0.0016755197973289287,,,-0.014863370211224719,0.019656588811861258,0.6666666666666666,0.44743180264439264,-26.25765817533111,6,-0.0024306001049187805,,,0.07342036691902776,0.9003201441958988
1,BTC/USDT:USDT,1h,B,1697148000000,1728702000000,1728705600000,1736593200000,8766,2192,0.10020672132293658,0.14689796294579519,0.46153846153846156,1.2951092947085674,7.621735420503784,52,0.00216343329916364,0.33548387096774196,0.0,0.005891584229394539,0.04423943236263943,0.5454545454545454,1.0874730426889012,4.15814257138454,11,0.000623917145079815,0.23404255319148937,0.0,0.09431513709354204,0.20763625201966618
2,BTC/USDT:USDT,1h,A,1705039200000,1736593200000,1736596800000,1744484400000,8766,2192,0.0859788134107328,0.05307381448057877,0.6410256410256411,1.5678233031857165,15.540292849764127,39,0.00224207806754232,,,-0.03525392035234891,0.04684032991146505,0.3333333333333333,0.5342159412295145,-24.35033445895946,9,-0.003910096293262803,,,0.1212327337630817,1.0336073619562018
2,BTC/USDT:USDT,1h,B,1705039200000,1736593200000,1736596800000,1744484400000,8766,2192,0.15595668244792124,0.13744402260018088,0.49122807017543857,1.4203212383869823,10.361262069153529,57,0.002853203988249375,0.3275862068965517,0.0,-0.06990160337775032,0.08764282605080942,0.1875,0.4378795934053096,-32.67321928451883,16,-0.004443395562294199,0.4,0.0,0.22585828582567158,0.9824416449816727
3,BTC/USDT:USDT,1h,A,1712930400000,1744484400000,1744488000000,1752375600000,8766,2192,0.14097079345998428,0.06115888572868351,0.627906976744186,1.759114469785265,20.478449374998796,43,0.0031726369931230004,,,-0.018921245926315895,0.024976208203878993,0.5,0.5720119170891873,-21.588833593244882,10,-0.0019444404058159195,,,0.15989203938630017,1.1871025526960777
3,BTC/USDT:USDT,1h,B,1712930400000,1744484400000,1744488000000,1752375600000,8766,2192,0.15702691445769323,0.11924908732712793,0.4126984126984127,1.3479904618343974,9.57874143864638,63,0.0026229810970275764,0.3539325842696629,0.0,-0.022156951401209154,0.033235720371986646,0.3,0.5407888724365808,-23.27641352206967,10,-0.002202947758494472,0.23809523809523808,0.0,0.1791838658589024,0.8072015893978166
4,BTC/USDT:USDT,1h,A,1720821600000,1752375600000,1752379200000,1760266800000,8766,2192,0.016482915572593446,0.0743035193450567,0.5675675675675675,1.0913413853598553,3.7698685348322614,37,0.0005057124134501117,,,-0.02312453434127492,0.04350613769679302,0.5555555555555556,0.47800522220796493,-21.040811368453394,9,-0.0025567731127124245,,,0.039607449913868366,0.6133361631518903
4,BTC/USDT:USDT,1h,B,1720821600000,1752375600000,1752379200000,1760266800000,8766,2192,0.016548307809616743,0.11794723023629299,0.40384615384615385,1.0514525209114112,2.6111815674162786,52,0.0004317402878006625,0.3076923076923077,0.0,-0.005486896283029819,0.05988950336592111,0.38461538461538464,0.9207497499212755,-2.9148872537954764,13,-0.0003612822396732426,0.35135135135135137,0.0,0.022035204092646563,0.13070277099013572
5,BTC/USDT:USDT,1h,A,1728712800000,1760266800000,1760270400000,1768158000000,8766,2192,-0.04250881001555354,0.06640290303081704,0.5294117647058824,0.7659816209309086,-8.48990724321948,34,-0.00117907297374879,,,0.02503705076057013,0.014199448398085186,0.5555555555555556,2.0617161421982617,24.848816122269024,9,0.0028360534424531764,,,-0.06754586077612366,-1.2957345212673532
5,BTC/USDT:USDT,1h,B,1728712800000,1760266800000,1760270400000,1768158000000,8766,2192,-0.025667291271559953,0.11794723031645789,0.37254901960784315,0.9145601108104416,-2.7340488223850934,51,-0.00041292077020987304,0.3072289156626506,0.0,0.03043751960127447,0.02205386330851049,0.5833333333333334,1.6922947308720444,17.414473954955085,12,0.0025896522270816903,0.36363636363636365,0.0,-0.05610481087283442,-0.7777346200616028
