scope,leverage_mode,multiple,segment,month,monthly_return,equity_end,num_exits
15m,combined,2.0,full,2025-09,0.0709012604066257,238201764964.8954,57
15m,combined,2.0,full,2025-10,0.9279595859065113,459243376143.91986,108
15m,combined,2.0,full,2025-11,-0.11554957783272768,406177997908.01337,71
15m,combined,2.0,full,2025-12,0.24721570971197848,506591579930.2334,78
15m,combined,2.0,full,2026-01,0.14758886821835637,581358857861.0856,80
15m,combined,2.0,full,2026-02,-0.05892249829077423,547103741552.4393,74
15m,combined,2.0,full,2026-03,0.40425134688141706,768271165958.8755,67
15m,combined,2.0,full,2026-04,0.04936478185795479,806196704474.192,40
15m,combined,2.0,full,2026-05,0.20758239793829358,973548949598.8945,74
15m,combined,2.0,full,2026-06,-0.024077115609699162,950108698987.7008,77
15m,combined,2.0,full,2026-07,-0.09026541266493704,864346745197.0295,40
15m,combined,3.0,full,2020-09,0.04152554108064721,10415.255410806472,42
15m,combined,3.0,full,2020-10,0.3331592788524178,13885.1943925345,75
15m,combined,3.0,full,2020-11,1.4723589654694207,34329.1848436684,106
15m,combined,3.0,full,2020-12,1.9926984972011281,102736.89989178618,122
15m,combined,3.0,full,2021-01,3.356974054502377,447622.0072685204,161
15m,combined,3.0,full,2021-02,1.1178456599536348,947994.3253933704,99
15m,combined,3.0,full,2021-03,0.38666314301317684,1314548.7908086271,86
15m,combined,3.0,full,2021-04,1.80381943175446,3685757.4436585577,138
15m,combined,3.0,full,2021-05,3.043761341752835,14904323.465744227,151
15m,combined,3.0,full,2021-06,1.0711931997245134,30869733.408743933,126
15m,combined,3.0,full,2021-07,0.059706901459582795,32712869.5394634,92
15m,combined,3.0,full,2021-08,0.8360256095996896,60061666.23794841,104
15m,combined,3.0,full,2021-09,0.7474256786308666,104953297.88554761,111
15m,combined,3.0,full,2021-10,0.5902888187507029,166906056.11839816,104
15m,combined,3.0,full,2021-11,0.7178132796291106,286713439.65070593,122
15m,combined,3.0,full,2021-12,1.2722249447492353,651477429.5691885,135
15m,combined,3.0,full,2022-01,0.9416007319886868,1264909054.1256444,141
15m,combined,3.0,full,2022-02,0.11941394156834528,1415956830.004275,95
15m,combined,3.0,full,2022-03,0.7648918861170857,2499010720.366615,81
15m,combined,3.0,full,2022-04,0.10263585346947202,2755498818.4808025,111
15m,combined,3.0,full,2022-05,0.5533788158853179,4280333491.8251014,107
15m,combined,3.0,full,2022-06,0.4467478668995788,6192563348.916791,148
15m,combined,3.0,full,2022-07,1.1834500534836891,13521152775.393501,95
15m,combined,3.0,full,2022-08,0.10786750181466243,14979645746.929586,99
15m,combined,3.0,full,2022-09,0.13969703447273285,17072257835.227734,94
15m,combined,3.0,full,2022-10,0.4979260342408862,25572979474.660576,54
15m,combined,3.0,full,2022-11,2.618386966088598,92532935615.16307,116
15m,combined,3.0,full,2022-12,0.07829910200641788,99778181379.84802,58
15m,combined,3.0,full,2023-01,0.5603490692098154,155688792443.494,43
15m,combined,3.0,full,2023-02,0.2975604711404889,202015622874.27383,66
15m,combined,3.0,full,2023-03,0.5565927040515357,314456044670.5212,87
15m,combined,3.0,full,2023-04,0.8487060216561932,581336783328.5814,79
15m,combined,3.0,full,2023-05,0.09539409152805933,636792877646.0557,36
15m,combined,3.0,full,2023-06,0.41465698310868526,900843491155.8673,69
15m,combined,3.0,full,2023-07,0.9707563297886983,1775343012344.3748,65
15m,combined,3.0,full,2023-08,0.04210415677581025,1850092332866.9614,37
15m,combined,3.0,full,2023-09,0.12036025018000651,2072769908906.941,28
15m,combined,3.0,full,2023-10,0.1418779153345333,2366850182550.808,53
15m,combined,3.0,full,2023-11,0.4935055277114211,3534903830904.418,72
15m,combined,3.0,full,2023-12,0.5425913505747664,5452912074666.762,77
15m,combined,3.0,full,2024-01,0.36051622908057324,7418775373333.548,78
15m,combined,3.0,full,2024-02,1.198970888545912,16313671074621.803,65
15m,combined,3.0,full,2024-03,0.5395133059975681,25115113689047.91,91
15m,combined,3.0,full,2024-04,-0.156389993764804,21187361215815.363,106
15m,combined,3.0,full,2024-05,0.04860608133369326,22217195818317.625,78
15m,combined,3.0,full,2024-06,0.0835901122540259,24074333710740.473,56
15m,combined,3.0,full,2024-07,0.5103990923015402,36361851784466.78,93
15m,combined,3.0,full,2024-08,-0.3063937659576239,25220807079031.06,117
15m,combined,3.0,full,2024-09,-0.030359891673909067,24455106108183.117,57
15m,combined,3.0,full,2024-10,0.4140846273816454,34581589608568.723,96
15m,combined,3.0,full,2024-11,0.1988293277349451,41457423822446.2,95
15m,combined,3.0,full,2024-12,0.9113832927729357,79241027255630.38,126
15m,combined,3.0,full,2025-01,0.7666019470974985,139987353039802.56,98
15m,combined,3.0,full,2025-02,0.4975099949736277,209632460347006.2,118
15m,combined,3.0,full,2025-03,0.4990156933921859,314242347904577.4,104
15m,combined,3.0,full,2025-04,0.14938981880241053,361186955318086.25,91
15m,combined,3.0,full,2025-05,0.08393907495548181,391504654233473.3,86
15m,combined,3.0,full,2025-06,-0.03843880015611756,376455685069202.94,82
15m,combined,3.0,full,2025-07,0.5309628465529381,576339667214583.4,86
15m,combined,3.0,full,2025-08,0.0298899391221632,593566424781315.1,98
15m,combined,3.0,full,2025-09,0.10466912751897994,655694504587735.6,58
15m,combined,3.0,full,2025-10,1.6522293393812517,1739052202738647.2,104
15m,combined,3.0,full,2025-11,-0.19457687416878133,1400672861113427.5,71
15m,combined,3.0,full,2025-12,0.38691146402014964,1942609248420115.5,77
15m,combined,3.0,full,2026-01,0.22350909570129884,2376800084835475.5,80
15m,combined,3.0,full,2026-02,-0.09304969300362576,2155639566610542.8,74
15m,combined,3.0,full,2026-03,0.6570087757608012,3571913679250879.5,67
15m,combined,3.0,full,2026-04,0.07298096330503623,3832595380405045.0,41
15m,combined,3.0,full,2026-05,0.32283774717976876,5069901838866599.0,70
15m,combined,3.0,full,2026-06,-0.04074222653212711,4863342749651848.0,77
15m,combined,3.0,full,2026-07,-0.1338315905322619,4212473854162397.0,39
15m,combined,5.0,full,2020-09,0.09393323291525602,10939.33232915256,42
15m,combined,5.0,full,2020-10,0.5870270450182697,17361.016260807814,78
15m,combined,5.0,full,2020-11,3.316529514127514,74939.33908502462,104
15m,combined,5.0,full,2020-12,4.919303078619817,443588.6605557206,121
15m,combined,5.0,full,2021-01,9.449764910259512,4635397.219664187,161
15m,combined,5.0,full,2021-02,2.2692073681074496,15154074.744630948,99
15m,combined,5.0,full,2021-03,0.6653665049045856,25237088.492528893,85
15m,combined,5.0,full,2021-04,4.1665278892958,130388121.54127663,139
15m,combined,5.0,full,2021-05,8.412777777984154,1227314412.9568257,150
15m,combined,5.0,full,2021-06,2.181113857998139,3904226887.1778092,126
15m,combined,5.0,full,2021-07,0.0668585643063151,4165257891.580631,89
15m,combined,5.0,full,2021-08,1.6350929090755995,10975841534.575302,103
15m,combined,5.0,full,2021-09,1.4218776604630419,26582145417.370316,111
15m,combined,5.0,full,2021-10,1.1001017980876573,55825211388.04698,104
15m,combined,5.0,full,2021-11,1.3644583845578118,131996389136.17992,121
15m,combined,5.0,full,2021-12,2.7297510652998853,492313672996.4053,136
15m,combined,5.0,full,2022-01,1.8548436246839293,1405478550698.5164,142
15m,combined,5.0,full,2022-02,0.24053018434425644,1743538565589.929,94
15m,combined,5.0,full,2022-03,1.5096160649628003,4375612394086.6826,82
15m,combined,5.0,full,2022-04,0.13978349087579445,4987250769251.512,110
15m,combined,5.0,full,2022-05,0.9979443568607789,9964249530675.637,107
15m,combined,5.0,full,2022-06,0.7378651207498077,17316521713808.83,145
15m,combined,5.0,full,2022-07,2.565704102126978,61745592509499.04,97
15m,combined,5.0,full,2022-08,0.15455522020458656,71288696156467.33,101
15m,combined,5.0,full,2022-09,0.20613413530602465,85983729895774.64,93
15m,combined,5.0,full,2022-10,0.9377043531712264,166611047720941.44,54
15m,combined,5.0,full,2022-11,7.320548999792644,1386295386468883.8,117
15m,combined,5.0,full,2022-12,0.1205226870852878,1553375431540051.0,58
15m,combined,5.0,full,2023-01,1.0752877866012618,3223701061081532.5,43
15m,combined,5.0,full,2023-02,0.5211489618825438,4903729522483828.0,65
15m,combined,5.0,full,2023-03,1.0468399920422797,1.003714969677829e+16,87
15m,combined,5.0,full,2023-04,1.731919277643029,2.7420682749217492e+16,79
15m,combined,5.0,full,2023-05,0.15786941715625757,3.1749569952863104e+16,36
15m,combined,5.0,full,2023-06,0.7571789213044824,5.578967508165319e+16,69
15m,combined,5.0,full,2023-07,2.043685878688043,1.69806246222622e+17,65
15m,combined,5.0,full,2023-08,0.06368725863988356,1.806207405444699e+17,37
15m,combined,5.0,full,2023-09,0.20365732611345688,2.1740547760438906e+17,28
15m,combined,5.0,full,2023-10,0.22895964705109928,2.6718255902366563e+17,53
15m,combined,5.0,full,2023-11,0.8973062696278817,5.069271443708224e+17,72
15m,combined,5.0,full,2023-12,1.0122272558279413,1.0200526166219946e+18,78
15m,combined,5.0,full,2024-01,0.6360790537897825,1.6688867198187046e+18,79
15m,combined,5.0,full,2024-02,2.6532410312562784,6.096845441360392e+18,67
15m,combined,5.0,full,2024-03,0.9776940494490658,1.205769494978911e+19,92
15m,combined,5.0,full,2024-04,-0.268057752785847,8.825536337771385e+18,105
15m,combined,5.0,full,2024-05,0.06293571645723106,9.380977790308354e+18,78
15m,combined,5.0,full,2024-06,0.13100314368020483,1.0609915371632929e+19,56
15m,combined,5.0,full,2024-07,0.9449012563062451,2.0635237735591825e+19,96
15m,combined,5.0,full,2024-08,-0.4732972811785564,1.0868635818863063e+19,119
15m,combined,5.0,full,2024-09,-0.06107890186715037,1.0204791478252931e+19,57
15m,combined,5.0,full,2024-10,0.743472688463265,1.7791775233796653e+19,96
15m,combined,5.0,full,2024-11,0.3110707784506881,2.332627660579345e+19,93
15m,combined,5.0,full,2024-12,1.8056324127087149,6.544495771302314e+19,125
15m,combined,5.0,full,2025-01,1.4940805716496373,1.632249975444831e+20,97
15m,combined,5.0,full,2025-02,0.8792255834113278,3.067365912378438e+20,118
15m,combined,5.0,full,2025-03,0.9041360553331312,5.84068202865959e+20,106
15m,combined,5.0,full,2025-04,0.23078742123064488,7.188637972282107e+20,89
15m,combined,5.0,full,2025-05,0.11820516975620743,8.038372144111633e+20,84
15m,combined,5.0,full,2025-06,-0.08044829418750221,7.391698817073518e+20,84
15m,combined,5.0,full,2025-07,0.988654147330204,1.4699532508389014e+21,88
15m,combined,5.0,full,2025-08,0.0030264340237822207,1.4744019673706096e+21,100
15m,combined,5.0,full,2025-09,0.16795911507393502,1.722041217073446e+21,57
15m,combined,5.0,full,2025-10,3.9281490714138982,8.486475824856962e+21,107
15m,combined,5.0,full,2025-11,-0.28372696808338516,6.078633769357352e+21,69
15m,combined,5.0,full,2025-12,0.7004875366040975,1.0336640964372963e+22,79
15m,combined,5.0,full,2026-01,0.37763891940452554,1.4240158888431322e+22,80
15m,combined,5.0,full,2026-02,-0.1686372355311916,1.1838737859961338e+22,76
15m,combined,5.0,full,2026-03,1.2879541695414356,2.7086489648806595e+22,67
15m,combined,5.0,full,2026-04,0.11772368645380182,3.0275211063356853e+22,39
15m,combined,5.0,full,2026-05,0.6557122906989756,5.012703906110555e+22,69
15m,combined,5.0,full,2026-06,-0.08250607816022504,4.599125365838932e+22,77
15m,combined,5.0,full,2026-07,-0.21759337713976468,3.5983861455968832e+22,39
15m,cap_only,1.0,full,2020-09,0.02404698754084067,10240.469875408407,42
15m,cap_only,1.0,full,2020-10,0.10443842912095813,11309.968462656556,76
15m,cap_only,1.0,full,2020-11,0.36496538709381343,15437.715480648827,104
15m,cap_only,1.0,full,2020-12,0.4554588925215064,22468.960276527258,121
15m,cap_only,1.0,full,2021-01,0.6689317811339717,37499.16189453309,161
15m,cap_only,1.0,full,2021-02,0.3016417691011377,48810.475428210026,98
15m,cap_only,1.0,full,2021-03,0.12296922697617019,54812.66185995636,85
15m,cap_only,1.0,full,2021-04,0.43197656311419896,78490.44714536105,138
15m,cap_only,1.0,full,2021-05,0.6217268945310082,127290.0690993966,149
15m,cap_only,1.0,full,2021-06,0.2893102410088999,164116.38966858256,128
15m,cap_only,1.0,full,2021-07,0.02607184741041979,168395.20713757083,91
15m,cap_only,1.0,full,2021-08,0.23541297830422625,208037.62438198348,103
15m,cap_only,1.0,full,2021-09,0.21566266158638125,252903.5721663099,112
15m,cap_only,1.0,full,2021-10,0.1745905290551466,297058.1406307624,105
15m,cap_only,1.0,full,2021-11,0.2076423394235709,358739.98789615004,122
15m,cap_only,1.0,full,2021-12,0.32848154368571914,476579.4529020736,140
15m,cap_only,1.0,full,2022-01,0.26195966235511836,601424.0454696879,141
15m,cap_only,1.0,full,2022-02,0.04433369185090941,628087.3937732683,91
15m,cap_only,1.0,full,2022-03,0.21502366738487733,763141.0486206061,81
15m,cap_only,1.0,full,2022-04,0.03976361445085952,793486.2950495805,110
15m,cap_only,1.0,full,2022-05,0.16797382321513932,926771.2216978746,109
15m,cap_only,1.0,full,2022-06,0.15552109245312673,1070903.694550447,145
15m,cap_only,1.0,full,2022-07,0.30528999668826784,1397839.8799132067,95
15m,cap_only,1.0,full,2022-08,0.04036098149288225,1454258.0694363962,99
15m,cap_only,1.0,full,2022-09,0.050970442786727244,1528382.2471617404,93
15m,cap_only,1.0,full,2022-10,0.1469710964355473,1753010.261799727,55
15m,cap_only,1.0,full,2022-11,0.567588356187307,2747998.474674115,116
15m,cap_only,1.0,full,2022-12,0.02788034306193965,2824613.614881716,58
15m,cap_only,1.0,full,2023-01,0.16255420059972536,3283766.423051914,43
15m,cap_only,1.0,full,2023-02,0.09393581649954386,3592229.7031950825,63
15m,cap_only,1.0,full,2023-03,0.16390127474880245,4181000.7307392685,87
15m,cap_only,1.0,full,2023-04,0.23208029717073808,5151328.622800311,79
15m,cap_only,1.0,full,2023-05,0.03193121064603632,5315816.782161904,36
15m,cap_only,1.0,full,2023-06,0.12584179712295152,5984768.719205503,69
15m,cap_only,1.0,full,2023-07,0.25826554009342684,7530428.244805359,65
15m,cap_only,1.0,full,2023-08,0.015267441856102515,7645398.620184477,37
15m,cap_only,1.0,full,2023-09,0.03945734746601448,7947065.770057284,28
15m,cap_only,1.0,full,2023-10,0.048356065964537454,8331354.606658692,54
15m,cap_only,1.0,full,2023-11,0.14958269622944775,9577581.09196633,72
15m,cap_only,1.0,full,2023-12,0.1608926308845644,11118543.31136305,77
15m,cap_only,1.0,full,2024-01,0.11268850697776678,12371475.356888188,78
15m,cap_only,1.0,full,2024-02,0.3050744590476411,16145696.509012075,67
15m,cap_only,1.0,full,2024-03,0.16342843887555558,18784362.484038427,92
15m,cap_only,1.0,full,2024-04,-0.04968463315424654,17851068.324982587,106
15m,cap_only,1.0,full,2024-05,0.019647103616595052,18201790.11403044,78
15m,cap_only,1.0,full,2024-06,0.02933032827721238,18735654.59330787,56
15m,cap_only,1.0,full,2024-07,0.15247226148209014,21592322.21949683,95
15m,cap_only,1.0,full,2024-08,-0.10924744064100422,19233416.279520914,117
15m,cap_only,1.0,full,2024-09,-0.007908253757555439,19081313.542957764,57
15m,cap_only,1.0,full,2024-10,0.12732679642936406,21510876.068046816,96
15m,cap_only,1.0,full,2024-11,0.06905112211046016,22996226.19812449,95
15m,cap_only,1.0,full,2024-12,0.25317048437116996,28818191.923412655,128
15m,cap_only,1.0,full,2025-01,0.2173448174099082,35081676.585090466,96
15m,cap_only,1.0,full,2025-02,0.15387999031998945,40480044.63841318,116
15m,cap_only,1.0,full,2025-03,0.1515496079551224,46614779.533370554,104
15m,cap_only,1.0,full,2025-04,0.052668843182579916,49069926.04660419,90
15m,cap_only,1.0,full,2025-05,0.03192245689033624,50636358.645438895,84
15m,cap_only,1.0,full,2025-06,-0.009304739262076533,50165200.53106209,83
15m,cap_only,1.0,full,2025-07,0.1631411800391953,58349210.54260242,86
15m,cap_only,1.0,full,2025-08,0.009890873108920895,58926335.180085,103
15m,cap_only,1.0,full,2025-09,0.03595215572699173,61044863.95890033,57
15m,cap_only,1.0,full,2025-10,0.3928445075723739,85026003.48065709,105
15m,cap_only,1.0,full,2025-11,-0.05787581093509275,80105054.57864404,69
15m,cap_only,1.0,full,2025-12,0.11839353340063741,89588975.03346062,78
15m,cap_only,1.0,full,2026-01,0.07296650094718982,96125969.06509739,80
15m,cap_only,1.0,full,2026-02,-0.027779948701787127,93455594.57555941,75
15m,cap_only,1.0,full,2026-03,0.186697173838148,110903489.9621801,67
15m,cap_only,1.0,full,2026-04,0.025013654599162827,113677591.55393578,39
15m,cap_only,1.0,full,2026-05,0.11642843732297425,126912895.89719987,75
15m,cap_only,1.0,full,2026-06,-0.010450541318345663,125586587.43479528,78
15m,cap_only,1.0,full,2026-07,-0.04563701583072666,119855190.35590659,39
15m,cap_only,2.0,full,2020-09,0.04265205541856032,10426.520554185603,48
15m,cap_only,2.0,full,2020-10,0.20638535888932608,12578.401740728134,91
15m,cap_only,2.0,full,2020-11,0.4453842312752694,18180.623530693843,123
15m,cap_only,2.0,full,2020-12,0.6148249648020672,29358.524753032318,135
15m,cap_only,2.0,full,2021-01,0.797748390185949,52779.24061299818,180
15m,cap_only,2.0,full,2021-02,0.39358989071532857,73552.61615790617,115
15m,cap_only,2.0,full,2021-03,0.1592150841526676,85263.30212913606,100
15m,cap_only,2.0,full,2021-04,0.7526119182135398,149433.47949776574,159
15m,cap_only,2.0,full,2021-05,0.9351470056444422,289175.7503931315,171
15m,cap_only,2.0,full,2021-06,0.4095662606076429,407612.3811400555,156
15m,cap_only,2.0,full,2021-07,-0.014502078943189223,401701.15421054105,123
15m,cap_only,2.0,full,2021-08,0.379060548767701,553970.2141662076,122
15m,cap_only,2.0,full,2021-09,0.3714243255675982,759728.2273474291,131
15m,cap_only,2.0,full,2021-10,0.24547034855614625,946218.9801223457,120
15m,cap_only,2.0,full,2021-11,0.2216172395765157,1155917.418531966,151
15m,cap_only,2.0,full,2021-12,0.31362730893177226,1518444.6878535075,171
15m,cap_only,2.0,full,2022-01,0.3593063009474551,2064031.4318394642,165
15m,cap_only,2.0,full,2022-02,0.06826755320774924,2204937.8074350315,119
15m,cap_only,2.0,full,2022-03,0.2109957272428693,2670170.263640084,99
15m,cap_only,2.0,full,2022-04,0.07179004043227688,2861861.894827869,143
15m,cap_only,2.0,full,2022-05,0.18252889796691152,3384234.3926242967,130
15m,cap_only,2.0,full,2022-06,0.23101879049215768,4166056.1287503233,183
15m,cap_only,2.0,full,2022-07,0.33393673611621577,5557255.314862164,129
15m,cap_only,2.0,full,2022-08,0.061588530180406886,5899518.501541778,131
15m,cap_only,2.0,full,2022-09,0.05745755830204047,6238490.4297980815,114
15m,cap_only,2.0,full,2022-10,0.15579567580038467,7210420.262282706,63
15m,cap_only,2.0,full,2022-11,0.6725975388194194,12060131.184547726,133
15m,cap_only,2.0,full,2022-12,0.01834228624301959,12281341.562863067,63
15m,cap_only,2.0,full,2023-01,0.149973421938147,14123216.383036831,47
15m,cap_only,2.0,full,2023-02,0.11150623214061106,15698043.02761582,78
15m,cap_only,2.0,full,2023-03,0.24263987280783694,19507014.191168472,104
15m,cap_only,2.0,full,2023-04,0.2585253323869279,24550071.51881682,90
15m,cap_only,2.0,full,2023-05,0.030916901451659262,25309083.660595268,42
15m,cap_only,2.0,full,2023-06,0.14694250805984543,29028063.89037959,78
15m,cap_only,2.0,full,2023-07,0.29312540204450044,37536926.78882055,75
15m,cap_only,2.0,full,2023-08,0.01999191396105382,38287361.79954503,38
15m,cap_only,2.0,full,2023-09,0.047734771792267816,40115000.2775743,31
15m,cap_only,2.0,full,2023-10,0.08358872188268296,43468161.87910021,59
15m,cap_only,2.0,full,2023-11,0.1911535855992914,51777256.88170065,85
15m,cap_only,2.0,full,2023-12,0.19060657767198008,61646342.61716459,86
15m,cap_only,2.0,full,2024-01,0.09731393991091819,67645391.09833921,92
15m,cap_only,2.0,full,2024-02,0.3713812925462523,92767623.87923717,77
15m,cap_only,2.0,full,2024-03,0.1743310430202356,108939900.50861351,101
15m,cap_only,2.0,full,2024-04,-0.002515085552547869,108665907.33874829,122
15m,cap_only,2.0,full,2024-05,0.08561754593172011,117969615.65153562,98
15m,cap_only,2.0,full,2024-06,-0.006192649191237631,117239071.20658052,66
15m,cap_only,2.0,full,2024-07,0.16570883269238212,136666620.84216204,109
15m,cap_only,2.0,full,2024-08,-0.08823524084130485,124607808.63718659,149
15m,cap_only,2.0,full,2024-09,-0.012675157683688765,123028385.01409133,68
15m,cap_only,2.0,full,2024-10,0.14678096537387786,141086610.13484877,117
15m,cap_only,2.0,full,2024-11,0.16436117359144786,164275770.95465156,118
15m,cap_only,2.0,full,2024-12,0.276251559459749,209657208.8623266,165
15m,cap_only,2.0,full,2025-01,0.29413355842907873,271324429.7553113,118
15m,cap_only,2.0,full,2025-02,0.23540397407234215,335195278.78262365,141
15m,cap_only,2.0,full,2025-03,0.17772052493661894,394766359.68414783,129
15m,cap_only,2.0,full,2025-04,-0.02052770704726692,386662711.50043565,113
15m,cap_only,2.0,full,2025-05,0.1307484262166685,437218252.5057873,112
15m,cap_only,2.0,full,2025-06,-0.0020502285381462926,436321855.1671015,103
15m,cap_only,2.0,full,2025-07,0.23387131173141107,538365019.7721143,106
15m,cap_only,2.0,full,2025-08,0.04610929369127259,563188650.5818945,121
15m,cap_only,2.0,full,2025-09,0.1256654757443434,633962020.2910831,76
15m,cap_only,2.0,full,2025-10,0.5012332016427465,951724833.4414865,127
15m,cap_only,2.0,full,2025-11,-0.05909753701168585,895480239.8722377,81
15m,cap_only,2.0,full,2025-12,0.1563182408563526,1035460135.6906905,99
15m,cap_only,2.0,full,2026-01,0.08233010984744982,1120709682.4047604,101
15m,cap_only,2.0,full,2026-02,0.018959163816328894,1141957400.8640182,95
15m,cap_only,2.0,full,2026-03,0.1864970428514252,1354929079.187457,81
15m,cap_only,2.0,full,2026-04,0.042431278173969966,1412420451.852461,49
15m,cap_only,2.0,full,2026-05,0.1319954874496212,1598853577.878541,86
15m,cap_only,2.0,full,2026-06,-0.029170631884853915,1552214008.7204645,93
15m,cap_only,2.0,full,2026-07,-0.04820579335145092,1477388300.9788585,54
15m,cap_only,3.0,full,2020-09,0.04719804093126778,10471.980409312677,49
15m,cap_only,3.0,full,2020-10,0.21348551135041638,12707.596501846336,91
15m,cap_only,3.0,full,2020-11,0.4858203351708019,18881.20529358863,126
15m,cap_only,3.0,full,2020-12,0.6115216138793131,30427.47042671058,137
15m,cap_only,3.0,full,2021-01,0.851945799033744,56350.02603197014,181
15m,cap_only,3.0,full,2021-02,0.45783998119935565,82149.32089103055,116
15m,cap_only,3.0,full,2021-03,0.12290269906263651,92245.69415470085,102
15m,cap_only,3.0,full,2021-04,0.7870537464632397,164848.01333426032,161
15m,cap_only,3.0,full,2021-05,0.9107169051333341,314977.8858554165,175
15m,cap_only,3.0,full,2021-06,0.3477644474683921,424515.9962946877,161
15m,cap_only,3.0,full,2021-07,-0.02956795785283628,411963.92520839156,128
15m,cap_only,3.0,full,2021-08,0.3893436721049637,572359.4726238013,130
15m,cap_only,3.0,full,2021-09,0.39083088786255704,796055.2334859065,139
15m,cap_only,3.0,full,2021-10,0.2736985372485905,1013934.3864600842,123
15m,cap_only,3.0,full,2021-11,0.22087802318909167,1237890.209384832,154
15m,cap_only,3.0,full,2021-12,0.3080302300280582,1619197.815331123,180
15m,cap_only,3.0,full,2022-01,0.3841644600952152,2241236.069845156,167
15m,cap_only,3.0,full,2022-02,0.0783196838724729,2416768.970319012,124
15m,cap_only,3.0,full,2022-03,0.19778431890823178,2894767.975072107,104
15m,cap_only,3.0,full,2022-04,0.07648916079947399,3116186.348194565,150
15m,cap_only,3.0,full,2022-05,0.2774432889634444,3980751.3376606503,136
15m,cap_only,3.0,full,2022-06,0.28165499541124484,5101949.8374027675,190
15m,cap_only,3.0,full,2022-07,0.353332838074236,6904636.253164674,136
15m,cap_only,3.0,full,2022-08,0.09262934848581983,7544208.21082689,140
15m,cap_only,3.0,full,2022-09,0.061404918059953184,8007459.697839941,118
15m,cap_only,3.0,full,2022-10,0.1637695410408826,9318837.697458552,64
15m,cap_only,3.0,full,2022-11,0.6019886492469411,14928672.2155031,135
15m,cap_only,3.0,full,2022-12,0.018321118366853684,15202182.186223293,63
15m,cap_only,3.0,full,2023-01,0.15784817465792078,17601818.895135798,48
15m,cap_only,3.0,full,2023-02,0.12646550736491347,19827841.852254465,81
15m,cap_only,3.0,full,2023-03,0.24696372500878327,24724599.53497228,110
15m,cap_only,3.0,full,2023-04,0.2705741919374085,31414438.075123433,92
15m,cap_only,3.0,full,2023-05,0.030933735047837585,32386203.979216006,42
15m,cap_only,3.0,full,2023-06,0.1516974472644499,37299108.44944885,78
15m,cap_only,3.0,full,2023-07,0.31118985322152626,48906212.53312662,79
15m,cap_only,3.0,full,2023-08,0.019991913961053376,49883941.326249875,38
15m,cap_only,3.0,full,2023-09,0.04776056003814011,52266426.300901294,31
15m,cap_only,3.0,full,2023-10,0.11087299709251197,58061361.63219711,61
15m,cap_only,3.0,full,2023-11,0.2006550549264441,69711667.33960976,86
15m,cap_only,3.0,full,2023-12,0.19996386537453104,83651481.80254157,87
15m,cap_only,3.0,full,2024-01,0.11542310710662873,93306795.74626453,96
15m,cap_only,3.0,full,2024-02,0.3714483334699463,127965449.52763517,77
15m,cap_only,3.0,full,2024-03,0.17036497718694465,149766280.41712785,102
15m,cap_only,3.0,full,2024-04,0.015702277626093553,152117952.13126495,127
15m,cap_only,3.0,full,2024-05,0.09105776574669133,165969472.98230007,100
15m,cap_only,3.0,full,2024-06,-0.0006907999363149342,165854821.28093368,67
15m,cap_only,3.0,full,2024-07,0.19887358759142626,198838964.6084078,113
15m,cap_only,3.0,full,2024-08,-0.10013340954913585,178928541.13094798,154
15m,cap_only,3.0,full,2024-09,-0.022581041948101954,174888148.23795736,70
15m,cap_only,3.0,full,2024-10,0.17471200517856844,205443207.2985776,124
15m,cap_only,3.0,full,2024-11,0.186560358899166,243770765.78559598,122
15m,cap_only,3.0,full,2024-12,0.25298175607228535,305440322.19312185,171
15m,cap_only,3.0,full,2025-01,0.3155008984502339,401807018.2679807,122
15m,cap_only,3.0,full,2025-02,0.1948156597892261,480085317.63979894,147
15m,cap_only,3.0,full,2025-03,0.21326155878273578,582469060.8283674,136
15m,cap_only,3.0,full,2025-04,-0.02848644603901329,565876587.3576853,118
15m,cap_only,3.0,full,2025-05,0.15238251969027838,652106287.5729853,116
15m,cap_only,3.0,full,2025-06,-0.0017809754807426303,650944902.2639797,106
15m,cap_only,3.0,full,2025-07,0.2548755956744633,816854871.9797667,108
15m,cap_only,3.0,full,2025-08,0.05641127256600176,862934694.8098838,126
15m,cap_only,3.0,full,2025-09,0.1527702022015378,994765402.622712,82
15m,cap_only,3.0,full,2025-10,0.5305294250332266,1522517719.7190857,128
15m,cap_only,3.0,full,2025-11,-0.0388449038032368,1463375665.3578744,83
15m,cap_only,3.0,full,2025-12,0.13106807376119933,1655177495.0053444,104
15m,cap_only,3.0,full,2026-01,0.09679077099519096,1815383400.8808005,102
15m,cap_only,3.0,full,2026-02,0.016217366165937053,1844824138.2244487,100
15m,cap_only,3.0,full,2026-03,0.1754421190826716,2168483994.3694096,85
15m,cap_only,3.0,full,2026-04,0.0412940713001404,2258029527.046113,51
15m,cap_only,3.0,full,2026-05,0.13424566791330417,2561160209.0723805,89
15m,cap_only,3.0,full,2026-06,-0.0063687413010958815,2544848842.270138,96
15m,cap_only,3.0,full,2026-07,-0.04063915091126502,2441428346.1227636,57
15m,cap_only,5.0,full,2020-09,0.0492105517936865,10492.105517936865,49
15m,cap_only,5.0,full,2020-10,0.21348551135041594,12732.018029576137,91
15m,cap_only,5.0,full,2020-11,0.5198875083055314,19351.235158673575,128
